"scan_number","date","beacon1","channel1","beacon2","channel2","beacon3","channel3","beacon4","channel4","beacon5","channel5","beacon6","channel6","beacon7","channel7","beacon8","channel8","beacon9","channel9","beacon10","channel10","beacon11","channel11","beacon12","channel12","beacon13","channel13","beacon14","channel14","beacon15","channel15","beacon16","channel16","beacon17","channel17","beacon18","channel18","beacon19","channel19","beacon20","channel20","location"
"225","2023-04-12 01:11:09","-84","38","-97","38","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"226","2023-04-12 01:11:09","-92","38","-93","38","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","-92","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"227","2023-04-12 01:11:09","-94","38","-92","39","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"228","2023-04-12 01:11:16","-85","37","-98","37","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","-90","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"229","2023-04-12 01:11:17","-84","38","-98","38","0","0","-104","38","0","0","0","0","0","0","0","0","0","0","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"230","2023-04-12 01:11:27","-85","38","-95","37","0","0","-95","38","0","0","0","0","0","0","-97","38","0","0","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"231","2023-04-12 01:11:28","-85","37","-97","37","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"232","2023-04-12 01:11:34","-82","38","-91","38","0","0","-94","38","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"233","2023-04-12 01:11:42","-83","39","-93","37","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"234","2023-04-12 01:11:46","-83","38","-100","38","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"235","2023-04-12 01:11:52","-92","38","-95","38","0","0","-98","38","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"236","2023-04-12 01:12:00","-91","38","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"237","2023-04-12 01:12:05","-83","37","-89","37","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"238","2023-04-12 01:12:10","-92","37","-88","38","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"239","2023-04-12 01:12:16","-90","37","-95","37","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"240","2023-04-12 01:12:24","-94","37","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be3"
"241","2023-04-12 01:12:51","-83","38","-88","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-102","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"242","2023-04-12 01:12:58","-82","37","-103","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"243","2023-04-12 01:13:05","-76","39","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"244","2023-04-12 01:13:09","-86","38","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"245","2023-04-12 01:13:14","-82","37","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"246","2023-04-12 01:13:21","-87","37","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"247","2023-04-12 01:13:26","-94","37","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"248","2023-04-12 01:13:32","-83","37","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"249","2023-04-12 01:13:39","-78","37","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"250","2023-04-12 01:13:44","-82","38","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"251","2023-04-12 01:13:51","-84","37","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"252","2023-04-12 01:13:56","-81","37","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"253","2023-04-12 01:14:04","-83","39","-90","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"254","2023-04-12 01:14:08","-81","37","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"255","2023-04-12 01:14:14","-92","37","-90","37","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"256","2023-04-12 01:14:21","-85","38","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"257","2023-04-12 01:14:26","-82","37","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"258","2023-04-12 01:14:32","-79","37","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"259","2023-04-12 01:14:39","-80","37","-93","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-102","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"260","2023-04-12 01:14:44","-92","37","-87","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be4"
"261","2023-04-12 01:15:12","-81","39","-83","39","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"262","2023-04-12 01:15:20","-83","39","-96","38","0","0","-106","38","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"263","2023-04-12 01:15:25","-85","37","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"264","2023-04-12 01:15:30","-92","37","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"265","2023-04-12 01:15:37","-87","39","-89","39","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"266","2023-04-12 01:15:42","-97","37","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"267","2023-04-12 01:15:50","-91","37","-89","37","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"268","2023-04-12 01:15:54","-80","37","-89","37","0","0","-105","38","0","0","0","0","0","0","0","0","0","0","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"269","2023-04-12 01:16:00","-87","37","-89","37","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","-93","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"270","2023-04-12 01:16:07","-94","37","-92","37","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"271","2023-04-12 01:16:13","-93","38","-88","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-92","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"272","2023-04-12 01:16:18","-86","37","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"273","2023-04-12 01:16:25","-89","37","-98","37","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"274","2023-04-12 01:16:33","-83","39","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"275","2023-04-12 01:16:38","-85","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"276","2023-04-12 01:16:42","-85","37","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"277","2023-04-12 01:16:51","-87","37","-91","37","0","0","-102","37","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"278","2023-04-12 01:16:55","-82","38","-92","38","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"279","2023-04-12 01:17:02","-85","37","-84","37","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"280","2023-04-12 01:17:08","-83","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be5"
"281","2023-04-12 01:17:34","-91","37","-94","37","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"282","2023-04-12 01:17:42","-84","37","-96","37","0","0","-103","38","0","0","0","0","0","0","0","0","0","0","-90","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"283","2023-04-12 01:17:48","-81","39","-85","39","0","0","-95","38","0","0","0","0","0","0","-99","38","0","0","-92","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"284","2023-04-12 01:17:52","-85","38","-90","39","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"285","2023-04-12 01:17:58","-85","37","-94","37","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"286","2023-04-12 01:18:04","-88","37","-87","37","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"287","2023-04-12 01:18:12","-94","37","-84","39","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"288","2023-04-12 01:18:18","-82","37","-90","37","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"289","2023-04-12 01:18:23","-90","37","-84","37","0","0","-92","38","0","0","0","0","0","0","0","0","0","0","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"290","2023-04-12 01:18:29","-84","37","-83","39","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","-86","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"291","2023-04-12 01:18:35","-86","38","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"292","2023-04-12 01:18:41","-86","37","-93","37","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"293","2023-04-12 01:18:47","-85","37","-90","37","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"294","2023-04-12 01:18:53","-91","37","-91","37","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"295","2023-04-12 01:18:58","-85","39","-84","39","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-92","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"296","2023-04-12 01:19:07","-94","37","-87","37","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"297","2023-04-12 01:19:10","-87","37","-93","37","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","-86","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"298","2023-04-12 01:19:22","-93","37","-87","37","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"299","2023-04-12 01:19:24","-93","37","-90","37","0","0","-93","38","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"300","2023-04-12 01:19:30","-89","37","-84","37","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be6"
"301","2023-04-12 01:19:57","-78","38","-96","37","0","0","-98","38","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"302","2023-04-12 01:20:08","-84","39","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"303","2023-04-12 01:20:09","-87","38","-94","38","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","-100","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"304","2023-04-12 01:20:15","-91","38","-88","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"305","2023-04-12 01:20:21","-90","39","-101","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"306","2023-04-12 01:20:28","-83","38","-100","37","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"307","2023-04-12 01:20:33","-81","38","-100","38","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"308","2023-04-12 01:20:39","-90","38","-93","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"309","2023-04-12 01:20:45","-84","38","-94","38","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"310","2023-04-12 01:20:51","-90","38","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"311","2023-04-12 01:20:58","-89","37","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"312","2023-04-12 01:21:04","-85","38","-88","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"313","2023-04-12 01:21:09","-91","38","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"314","2023-04-12 01:21:18","-83","37","-92","37","-104","38","0","0","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"315","2023-04-12 01:21:21","-90","37","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"316","2023-04-12 01:21:31","-89","38","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"317","2023-04-12 01:21:33","-91","38","-98","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"318","2023-04-12 01:21:42","-87","37","-83","39","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"319","2023-04-12 01:21:45","-93","38","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"320","2023-04-12 01:21:51","-88","37","-94","37","-101","38","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be7"
"321","2023-04-12 01:22:19","-91","37","-91","37","-97","38","-98","38","0","0","0","0","0","0","0","0","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"322","2023-04-12 01:22:39","-92","38","-83","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"323","2023-04-12 01:22:39","-90","37","-97","38","-96","38","-101","38","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"324","2023-04-12 01:22:39","-94","37","-87","38","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"325","2023-04-12 01:22:45","-95","38","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"326","2023-04-12 01:22:51","-90","37","-89","39","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"327","2023-04-12 01:22:55","-102","38","-94","37","0","0","-97","37","0","0","0","0","0","0","0","0","0","0","-88","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"328","2023-04-12 01:23:02","-94","38","-84","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"329","2023-04-12 01:23:07","-92","38","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-89","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"330","2023-04-12 01:23:13","-94","38","-86","37","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"331","2023-04-12 01:23:19","-86","38","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"332","2023-04-12 01:23:27","-95","37","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"333","2023-04-12 01:23:31","-91","37","-98","38","0","0","-101","38","0","0","0","0","0","0","0","0","0","0","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"334","2023-04-12 01:23:37","-92","37","-99","37","-102","38","-96","37","0","0","0","0","0","0","0","0","0","0","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"335","2023-04-12 01:23:43","-84","38","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"336","2023-04-12 01:23:50","-86","39","-95","37","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"337","2023-04-12 01:23:55","-92","38","-96","38","0","0","0","0","0","0","0","0","0","0","0","0","-98","37","-100","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"338","2023-04-12 01:24:02","-97","38","-88","37","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"339","2023-04-12 01:24:07","-96","37","-87","38","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","-96","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"340","2023-04-12 01:24:13","-90","37","-97","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be8"
"341","2023-04-12 01:24:41","-84","37","-92","37","-97","37","-100","37","0","0","0","0","0","0","0","0","0","0","-94","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"342","2023-04-12 01:24:47","-90","37","-90","37","-101","37","-99","38","0","0","0","0","0","0","0","0","0","0","-99","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"343","2023-04-12 01:24:56","-93","38","-98","37","-99","38","-94","38","0","0","0","0","0","0","0","0","0","0","-84","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"344","2023-04-12 01:24:59","-96","37","-86","37","0","0","-92","37","0","0","0","0","0","0","0","0","0","0","-83","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"345","2023-04-12 01:25:06","-93","37","-87","37","0","0","-101","37","0","0","0","0","0","0","0","0","0","0","-95","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"346","2023-04-12 01:25:11","-91","38","-95","38","0","0","-97","38","0","0","0","0","0","0","0","0","0","0","-89","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"347","2023-04-12 01:25:17","-89","37","-86","37","-103","37","-97","37","0","0","0","0","0","0","0","0","0","0","-92","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"348","2023-04-12 01:25:23","-86","37","-82","37","-101","37","-99","37","0","0","0","0","0","0","0","0","0","0","-85","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"349","2023-04-12 01:25:29","-93","37","-85","37","0","0","-104","37","0","0","0","0","0","0","0","0","0","0","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"350","2023-04-12 01:25:35","-88","37","-89","37","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","-91","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"351","2023-04-12 01:25:46","-92","37","-91","38","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","-94","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"352","2023-04-12 01:26:10","-96","37","-85","37","0","0","-95","37","0","0","0","0","0","0","0","0","0","0","-91","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"353","2023-04-12 01:26:10","-95","37","-83","37","0","0","-90","38","0","0","0","0","0","0","0","0","0","0","-85","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"354","2023-04-12 01:26:10","-85","37","-90","37","0","0","-98","37","0","0","0","0","0","0","0","0","0","0","-84","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"355","2023-04-12 01:26:10","-88","37","-98","37","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","-84","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"356","2023-04-12 01:26:19","-87","37","-87","37","-99","37","-102","38","0","0","0","0","0","0","0","0","0","0","-87","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
"357","2023-04-12 01:26:19","-87","37","-89","37","0","0","-93","37","0","0","0","0","0","0","0","0","0","0","-99","37","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","be9"
